,ZIP,State,City,CountyName,12/31/2015,12/31/2019,4/30/2022
13257,96093,CA,Weaverville,Trinity County,246739.0,261522.0,338822.0
13273,96122,CA,Portola,Plumas County,168491.0,183322.0,247136.0
13281,95222,CA,Murphys,Calaveras County,304850.0,,488030.0
13283,93591,CA,Palmdale,Los Angeles County,152660.0,241815.0,360122.0
13325,92249,CA,Heber,Imperial County,202861.0,250311.0,372156.0
13327,95692,CA,Wheatland,Yuba County,245145.0,336188.0,474594.0
13341,96013,CA,Burney,Shasta County,,152921.0,222011.0
13343,95987,CA,Williams,Colusa County,217454.0,253396.0,333875.0
13503,93656,CA,Riverdale,Fresno County,162098.0,222637.0,299574.0
13517,94951,CA,Penngrove,Sonoma County,836636.0,979834.0,1334116.0
13518,92372,CA,Pinon Hills,San Bernardino County,232240.0,298586.0,428214.0
13555,95249,CA,San Andreas,Calaveras County,275068.0,275341.0,384753.0
13564,93267,CA,Strathmore,Tulare County,145199.0,192353.0,279092.0
13570,92861,CA,Villa Park,Orange County,1261290.0,1358801.0,2025635.0
13671,92317,CA,Lake Arrowhead,San Bernardino County,198891.0,266241.0,426211.0
13690,90067,CA,Los Angeles,Los Angeles County,1035464.0,1196176.0,1410601.0
13699,95457,CA,Lower Lake,Lake County,232532.0,296549.0,410155.0
13709,95379,CA,Tuolumne,Tuolumne County,,,359604.0
13714,93270,CA,Terra Bella,Tulare County,171691.0,216461.0,317715.0
13755,92256,CA,Morongo Valley,San Bernardino County,153780.0,223691.0,344724.0
13790,93650,CA,Fresno,Fresno County,148830.0,199182.0,293598.0
13828,95672,CA,Rescue,El Dorado County,457644.0,551098.0,799509.0
13832,92036,CA,Julian,San Diego County,318045.0,386823.0,569013.0
13879,93737,CA,Fresno,Fresno County,310449.0,368077.0,528157.0
13910,96020,CA,Chester,Plumas County,240696.0,265036.0,345667.0
13926,93609,CA,Caruthers,Fresno County,182866.0,242220.0,330770.0
13960,95912,CA,Arbuckle,Colusa County,256344.0,308887.0,405319.0
13984,94018,CA,Half Moon Bay,San Mateo County,1046797.0,1251042.0,1682319.0
14000,94599,CA,Yountville,Napa County,1011985.0,965215.0,1373738.0
14037,96143,CA,Kings Beach,Placer County,450633.0,566556.0,839841.0
14053,92121,CA,San Diego,San Diego County,608945.0,764443.0,1147334.0
14057,95445,CA,Gualala,Mendocino County,465744.0,489072.0,613189.0
14077,92590,CA,Temecula,Riverside County,898263.0,1026377.0,1554957.0
14088,95614,CA,Cool,El Dorado County,344566.0,407866.0,582876.0
14092,96055,CA,Los Molinos,Tehama County,178159.0,213795.0,295011.0
14118,95460,CA,Mendocino,Mendocino County,727489.0,787475.0,997357.0
14194,95045,CA,San Juan Bautista,San Benito County,557022.0,658048.0,947856.0
14209,92352,CA,Lake Arrowhead,San Bernardino County,392304.0,448400.0,731397.0
14220,95442,CA,Glen Ellen,Sonoma County,864307.0,979932.0,1386875.0
14360,95237,CA,Lockeford,San Joaquin County,301132.0,372148.0,538497.0
14375,95461,CA,Middletown,Lake County,210774.0,264732.0,360948.0
14396,93451,CA,San Miguel,San Luis Obispo County,335746.0,409093.0,559048.0
14425,93643,CA,North Fork,Madera County,258426.0,309919.0,442530.0
14436,93256,CA,Pixley,Tulare County,124002.0,156236.0,231683.0
14529,93615,CA,Cutler,Tulare County,124121.0,172417.0,247562.0
14553,95684,CA,Somerset,El Dorado County,325753.0,364485.0,520956.0
14554,92536,CA,Aguanga,Riverside County,327380.0,396034.0,587765.0
14589,95634,CA,Georgetown,El Dorado County,266206.0,333723.0,451818.0
14626,95365,CA,Planada,Merced County,124034.0,196081.0,292422.0
14669,95458,CA,Lucerne,Lake County,151130.0,214131.0,279487.0
14677,93602,CA,Auberry,Fresno County,265030.0,301063.0,397730.0
14689,95655,CA,Mather,Sacramento County,333869.0,427618.0,610998.0
14796,95004,CA,Aromas,Monterey County,591393.0,717621.0,1021647.0
14813,93675,CA,Squaw Valley,Fresno County,212169.0,260317.0,384782.0
14853,95969,CA,Paradise,Butte County,217700.0,289759.0,332519.0
14969,90704,CA,Avalon,Los Angeles County,626384.0,722600.0,878747.0
15005,93285,CA,Wofford Heights,Kern County,128053.0,146320.0,200721.0
15009,95562,CA,Rio Dell,Humboldt County,210073.0,256262.0,363271.0
15058,95570,CA,Trinidad,Humboldt County,573796.0,710272.0,914122.0
15059,95113,CA,San Jose,Santa Clara County,675109.0,784996.0,844827.0
15093,91906,CA,Campo,San Diego County,252987.0,337275.0,497471.0
15100,94129,CA,San Francisco,San Francisco County,2099693.0,2640091.0,2631109.0
15107,93523,CA,Edwards,Kern County,70411.0,112318.0,191826.0
15171,95627,CA,Esparto,Yolo County,261398.0,348141.0,481019.0
15191,93453,CA,Simmler,San Luis Obispo County,465649.0,552206.0,798584.0
15197,95310,CA,Columbia,Tuolumne County,,,393852.0
15202,95231,CA,French Camp,San Joaquin County,266158.0,369445.0,590910.0
15255,93271,CA,Three Rivers,Tulare County,293714.0,362068.0,556666.0
15310,93235,CA,Ivanhoe,Tulare County,122465.0,171949.0,254381.0
15388,96114,CA,Janesville,Lassen County,230257.0,254071.0,329508.0
15394,95536,CA,Ferndale,Humboldt County,306166.0,372575.0,566182.0
15424,93202,CA,Armona,Kings County,141213.0,182780.0,268477.0
15484,95542,CA,Garberville,Humboldt County,449084.0,456228.0,549185.0
15506,92285,CA,Landers,San Bernardino County,87740.0,167146.0,321261.0
15509,94508,CA,Angwin,Napa County,758622.0,822180.0,991860.0
15527,95982,CA,Sutter,Sutter County,226796.0,302964.0,419295.0
15581,95633,CA,Garden Valley,El Dorado County,306395.0,374033.0,507542.0
15614,93066,CA,Somis,Ventura County,946560.0,1106477.0,1510541.0
15631,95560,CA,Redway,Humboldt County,,306083.0,400216.0
