,RegionID,SizeRank,ZIP,State,City,CountyName,12/31/2015,12/31/2019,4/30/2022
2069,97365,2084,93619,CA,Clovis,Fresno County,371447.0,439534.0,618567.0
2077,97766,2092,94560,CA,Newark,Alameda County,726769.0,934058.0,1354601.0
2078,97951,2093,95050,CA,Santa Clara,Santa Clara County,974837.0,1242333.0,1690757.0
2089,96634,2104,92084,CA,Vista,San Diego County,469474.0,575713.0,887579.0
2093,96220,2108,90723,CA,Paramount,Los Angeles County,346785.0,448906.0,600579.0
2100,96128,2114,90292,CA,Los Angeles,Los Angeles County,1020801.0,1182220.0,1400191.0
2103,96050,2118,90069,CA,West Hollywood,Los Angeles County,983645.0,1128055.0,1308034.0
2104,96479,2118,91732,CA,El Monte,Los Angeles County,425832.0,506911.0,677795.0
2107,96113,2122,90262,CA,Lynwood,Los Angeles County,351270.0,455651.0,602130.0
2108,97758,2123,94551,CA,Livermore,Alameda County,634026.0,746638.0,1096222.0
2112,96792,2127,92308,CA,Apple Valley,San Bernardino County,201469.0,259340.0,388013.0
2126,97788,2141,94582,CA,San Ramon,Contra Costa County,1079672.0,1378224.0,2028967.0
2130,98412,2145,95757,CA,Elk Grove,Sacramento County,404932.0,506882.0,762146.0
2138,98523,2153,95973,CA,Chico,Butte County,315210.0,441478.0,518168.0
2141,96101,2156,90241,CA,Downey,Los Angeles County,492423.0,605733.0,797796.0
2144,96588,2158,92019,CA,El Cajon,San Diego County,472830.0,563195.0,859863.0
2160,96791,2174,92307,CA,Apple Valley,San Bernardino County,221969.0,285542.0,423719.0
2161,96152,2174,90405,CA,Santa Monica,Los Angeles County,1472496.0,1798746.0,2111717.0
2164,96225,2179,90740,CA,Seal Beach,Orange County,824972.0,936821.0,1210963.0
2166,97784,2181,94578,CA,San Leandro,Alameda County,515665.0,662727.0,944482.0
2192,97101,2207,93030,CA,Oxnard,Ventura County,449100.0,542162.0,766627.0
2193,97531,2208,94044,CA,Pacifica,San Mateo County,873285.0,1096424.0,1429929.0
2198,96190,2213,90638,CA,La Mirada,Los Angeles County,510641.0,606024.0,830197.0
2199,95989,2214,90008,CA,Los Angeles,Los Angeles County,647138.0,941993.0,1313656.0
2205,96410,2220,91401,CA,Los Angeles,Los Angeles County,664851.0,829445.0,1144521.0
2209,97434,2224,93726,CA,Fresno,Fresno County,163516.0,219881.0,320842.0
2212,96767,2227,92262,CA,Palm Springs,Riverside County,385944.0,465197.0,758744.0
2215,97035,2229,92821,CA,Brea,Orange County,644421.0,727713.0,1043469.0
2230,97047,2245,92840,CA,Garden Grove,Orange County,513363.0,633647.0,907309.0
2235,97488,2250,93940,CA,Monterey,Monterey County,703434.0,818002.0,1122034.0
2238,97577,2253,94123,CA,San Francisco,San Francisco County,2638305.0,2606869.0,2756183.0
2241,97731,2256,94523,CA,Pleasant Hill,Contra Costa County,747973.0,791873.0,1059378.0
2248,96117,2261,90266,CA,Manhattan Beach,Los Angeles County,1778268.0,2487264.0,3131169.0
2253,96884,2268,92505,CA,Riverside,Riverside County,332570.0,420008.0,619685.0
2254,98382,2268,95691,CA,West Sacramento,Yolo County,337083.0,407880.0,581391.0
2260,96383,2275,91360,CA,Thousand Oaks,Ventura County,627618.0,720249.0,1002481.0
2262,96324,2277,91205,CA,Glendale,Los Angeles County,554522.0,706847.0,941981.0
2268,96507,2282,91767,CA,Pomona,Los Angeles County,365933.0,462043.0,645952.0
2272,97005,2287,92705,CA,North Tustin,Orange County,857241.0,974688.0,1431943.0
2279,96449,2294,91604,CA,Los Angeles,Los Angeles County,1193693.0,1389840.0,1794275.0
2286,96967,2300,92649,CA,Huntington Beach,Orange County,803818.0,905614.0,1287587.0
2288,96843,2303,92373,CA,Redlands,San Bernardino County,432139.0,509882.0,702175.0
2301,97693,2315,94303,CA,Palo Alto,Santa Clara County,1705098.0,2024497.0,2556388.0
2303,98538,2317,95991,CA,Yuba City,Sutter County,205448.0,288629.0,404538.0
2312,96163,2327,90505,CA,Torrance,Los Angeles County,857606.0,1018308.0,1390943.0
2313,98451,2328,95843,CA,Sacramento,Sacramento County,284846.0,372848.0,542671.0
2322,96242,2337,90808,CA,Long Beach,Los Angeles County,591363.0,689295.0,945770.0
2327,96150,2342,90403,CA,Santa Monica,Los Angeles County,1273198.0,1461797.0,1607801.0
2334,96614,2349,92058,CA,Oceanside,San Diego County,407937.0,494725.0,782543.0
2335,98442,2350,95833,CA,Sacramento,Sacramento County,249110.0,333191.0,485555.0
2348,96401,2364,91387,CA,Santa Clarita,Los Angeles County,479974.0,573469.0,795148.0
2370,97997,2386,95129,CA,San Jose,Santa Clara County,1574014.0,1820119.0,2629412.0
2403,96644,2420,92102,CA,San Diego,San Diego County,370158.0,485932.0,733181.0
2421,98092,2439,95307,CA,Ceres,Stanislaus County,237018.0,317588.0,454686.0
2428,96947,2446,92612,CA,Irvine,Orange County,672561.0,745118.0,991942.0
2431,97359,2449,93612,CA,Clovis,Fresno County,190193.0,250807.0,362804.0
2447,97789,2465,94583,CA,San Ramon,Contra Costa County,1073079.0,1282241.0,1965954.0
2454,96228,2473,90744,CA,Los Angeles,Los Angeles County,375278.0,477666.0,660986.0
2456,97741,2475,94534,CA,Fairfield,Solano County,463101.0,549248.0,749851.0
2497,97379,2516,93635,CA,Los Banos,Merced County,242006.0,327158.0,478200.0
2498,97892,2517,94954,CA,Petaluma,Sonoma County,569990.0,663208.0,871096.0
2528,96903,2548,92543,CA,Hemet,Riverside County,165215.0,235321.0,369684.0
2536,98444,2556,95835,CA,Sacramento,Sacramento County,345269.0,428527.0,623257.0
2539,96492,2558,91748,CA,Rowland Heights,Los Angeles County,601666.0,676013.0,897216.0
2544,96341,2564,91306,CA,Los Angeles,Los Angeles County,472254.0,594283.0,833964.0
2548,96933,2568,92591,CA,Temecula,Riverside County,401404.0,480286.0,740493.0
2550,98417,2569,95765,CA,Rocklin,Placer County,436398.0,533892.0,753665.0
2561,96844,2581,92374,CA,Redlands,San Bernardino County,310748.0,388494.0,551200.0
2569,96016,2589,90035,CA,Los Angeles,Los Angeles County,1235868.0,1601973.0,1926571.0
2581,96452,2601,91607,CA,Los Angeles,Los Angeles County,761783.0,952748.0,1347015.0
2586,96921,2607,92570,CA,Perris,Riverside County,276498.0,361231.0,547524.0
2613,96747,2635,92240,CA,Desert Hot Springs,Riverside County,167497.0,236055.0,376334.0
2621,96346,2643,91311,CA,Los Angeles,Los Angeles County,549254.0,662838.0,930048.0
2625,95988,2647,90007,CA,Los Angeles,Los Angeles County,492830.0,728441.0,919943.0
2626,97739,2648,94531,CA,Antioch,Contra Costa County,431231.0,576980.0,815490.0
2632,97767,2654,94561,CA,Oakley,Contra Costa County,435528.0,580123.0,832945.0
2640,97996,2661,95128,CA,San Jose,Santa Clara County,943052.0,1188542.0,1627510.0
2641,97072,2663,92879,CA,Corona,Riverside County,380704.0,462542.0,693515.0
2644,95993,2666,90012,CA,Los Angeles,Los Angeles County,478056.0,582118.0,657753.0
2652,97003,2673,92703,CA,Santa Ana,Orange County,444235.0,557603.0,796166.0
2654,98386,2675,95695,CA,Woodland,Yolo County,315585.0,391822.0,537812.0
2659,98002,2681,95134,CA,San Jose,Santa Clara County,809420.0,1007583.0,1269860.0
2660,97535,2682,94061,CA,Redwood City,San Mateo County,1403251.0,1672950.0,2144130.0
2663,97091,2685,93012,CA,Camarillo,Ventura County,560757.0,625732.0,869138.0
2666,96385,2688,91362,CA,Thousand Oaks,Ventura County,767379.0,866077.0,1187645.0
2670,98168,2692,95401,CA,Santa Rosa,Sonoma County,439072.0,527218.0,675114.0
2673,97216,2695,93292,CA,Visalia,Tulare County,208881.0,252255.0,368964.0
2679,98379,2701,95688,CA,Vacaville,Solano County,433811.0,515984.0,703461.0
2680,98157,2702,95380,CA,Turlock,Stanislaus County,239966.0,312926.0,433691.0
2683,96870,2704,92410,CA,San Bernardino,San Bernardino County,202322.0,278930.0,419674.0
2699,96463,2721,91701,CA,Rancho Cucamonga,San Bernardino County,477243.0,567949.0,811947.0
2707,97701,2729,94401,CA,San Mateo,San Mateo County,932423.0,1186346.0,1397048.0
2730,96029,2752,90048,CA,Los Angeles,Los Angeles County,1488111.0,1830521.0,2144768.0
2736,97007,2758,92707,CA,Santa Ana,Orange County,441956.0,555063.0,778505.0
2745,97530,2767,94043,CA,Mountain View,Santa Clara County,1223644.0,1497873.0,1798471.0
2751,96649,2773,92107,CA,San Diego,San Diego County,799599.0,993481.0,1527896.0
2764,97241,2786,93401,CA,San Luis Obispo,San Luis Obispo County,674449.0,754318.0,991160.0
2769,97585,2791,94131,CA,San Francisco,San Francisco County,1479490.0,1745702.0,2024816.0
2774,97333,2796,93555,CA,Ridgecrest,Kern County,164054.0,199410.0,264771.0
2776,96922,2797,92571,CA,Perris,Riverside County,256738.0,336962.0,520316.0
2777,97505,2799,94014,CA,Daly City,San Mateo County,806064.0,989855.0,1215405.0
2788,96180,2810,90620,CA,Buena Park,Orange County,522601.0,620266.0,898410.0
2791,98541,2813,96001,CA,Redding,Shasta County,240018.0,294837.0,392509.0
2798,97286,2821,93458,CA,Santa Maria,Santa Barbara County,306705.0,371952.0,529482.0
2800,96437,2823,91505,CA,Burbank,Los Angeles County,667204.0,827811.0,1120562.0
2804,97065,2827,92867,CA,Orange,Orange County,674412.0,762384.0,1092954.0
2811,96049,2834,90068,CA,Los Angeles,Los Angeles County,1248951.0,1468592.0,1883165.0
2813,96295,2836,91107,CA,Pasadena,Los Angeles County,817993.0,968298.0,1342025.0
2830,96494,2853,91750,CA,La Verne,Los Angeles County,584094.0,665155.0,906158.0
2833,96013,2856,90032,CA,Los Angeles,Los Angeles County,440480.0,637494.0,866547.0
2839,97107,2862,93036,CA,Oxnard,Ventura County,448648.0,538963.0,767652.0
2848,96769,2871,92264,CA,Palm Springs,Riverside County,344736.0,397884.0,630692.0
2867,96325,2890,91206,CA,Glendale,Los Angeles County,699746.0,885563.0,1199060.0
2875,97728,2898,94520,CA,Concord,Contra Costa County,,398396.0,502925.0
2876,96241,2899,90807,CA,Long Beach,Los Angeles County,564613.0,673105.0,927507.0
2896,97025,2919,92806,CA,Anaheim,Orange County,555436.0,660289.0,955341.0
2916,96730,2940,92203,CA,Indio,Riverside County,327088.0,375335.0,568520.0
2924,97039,2948,92831,CA,Fullerton,Orange County,589059.0,676319.0,977044.0
2932,96014,2956,90033,CA,Los Angeles,Los Angeles County,367562.0,520848.0,685313.0
2934,97984,2957,95116,CA,San Jose,Santa Clara County,562897.0,729420.0,1014589.0
2935,96044,2959,90063,CA,East Los Angeles,Los Angeles County,363896.0,504902.0,683750.0
2940,97470,2964,93905,CA,Salinas,Monterey County,341764.0,437643.0,625265.0
2942,96655,2966,92113,CA,San Diego,San Diego County,313992.0,431061.0,654326.0
2947,96619,2971,92065,CA,Ramona,San Diego County,449851.0,538811.0,803839.0
2949,95982,2973,90001,CA,Florence-Graham,Los Angeles County,299803.0,417707.0,537033.0
2950,98043,2974,95209,CA,Stockton,San Joaquin County,267998.0,357025.0,531367.0
2959,96240,2982,90806,CA,Long Beach,Los Angeles County,442731.0,568997.0,760617.0
2963,98119,2987,95337,CA,Manteca,San Joaquin County,362092.0,463259.0,714768.0
2964,97081,2988,93001,CA,Ventura,Ventura County,606874.0,721567.0,1037320.0
2968,97890,2992,94952,CA,Petaluma,Sonoma County,729966.0,853238.0,1124134.0
2970,98353,2994,95662,CA,Orangevale,Sacramento County,327951.0,415245.0,586222.0
2975,98464,2999,95901,CA,Marysville,Yuba County,185709.0,270501.0,391953.0
2981,98352,3004,95661,CA,Roseville,Placer County,408685.0,511415.0,723386.0
2985,97587,3009,94133,CA,San Francisco,San Francisco County,1461042.0,1455627.0,1524002.0
2988,98159,3014,95382,CA,Turlock,Stanislaus County,294535.0,367503.0,509343.0
2990,96523,3015,91790,CA,West Covina,Los Angeles County,462966.0,557310.0,771872.0
3000,96961,3026,92629,CA,Dana Point,Orange County,928865.0,1056741.0,1564384.0
3002,98087,3028,95301,CA,Atwater,Merced County,205914.0,275196.0,421460.0
3024,96522,3050,91789,CA,Walnut,Los Angeles County,726675.0,767676.0,1036360.0
3025,96292,3052,91104,CA,Pasadena,Los Angeles County,723381.0,879744.0,1232379.0
3026,98236,3053,95482,CA,Ukiah,Mendocino County,355725.0,392487.0,518826.0
3029,96090,3055,90220,CA,Compton,Los Angeles County,316840.0,425245.0,575952.0
3030,98140,3055,95361,CA,Oakdale,Stanislaus County,327103.0,402124.0,563625.0
3032,97179,3059,93245,CA,Lemoore,Kings County,217058.0,261729.0,363862.0
3034,97881,3061,94941,CA,Mill Valley,Marin County,1512323.0,1630042.0,2203102.0
3035,97734,3062,94526,CA,Danville,Contra Costa County,1098963.0,1240428.0,1900653.0
3045,98429,3072,95820,CA,Sacramento,Sacramento County,205936.0,302277.0,441351.0
3052,96773,3079,92270,CA,Rancho Mirage,Riverside County,505342.0,550511.0,866678.0
3066,98131,3093,95351,CA,Modesto,Stanislaus County,174647.0,256493.0,372294.0
3067,98174,3094,95407,CA,Santa Rosa,Sonoma County,435774.0,527804.0,665514.0
3073,98605,3100,96080,CA,Red Bluff,Tehama County,209421.0,259552.0,314344.0
3089,96373,3117,91350,CA,Santa Clarita,Los Angeles County,487204.0,576934.0,807768.0
3095,97793,3123,94588,CA,Pleasanton,Alameda County,937449.0,1093598.0,1625778.0
3097,98542,3124,96002,CA,Redding,Shasta County,228601.0,282100.0,379945.0
3099,95998,3127,90017,CA,Los Angeles,Los Angeles County,659088.0,679259.0,710925.0
3103,96019,3131,90038,CA,Los Angeles,Los Angeles County,848811.0,1048216.0,1225283.0
3121,96102,3152,90242,CA,Downey,Los Angeles County,437299.0,547408.0,723703.0
3123,98148,3154,95370,CA,Sonora,Tuolumne County,,,424814.0
3132,96095,3164,90230,CA,Culver City,Los Angeles County,780595.0,1033773.0,1275657.0
3133,98497,3165,95945,CA,Grass Valley,Nevada County,317309.0,383409.0,510684.0
3139,96356,3171,91326,CA,Los Angeles,Los Angeles County,721242.0,829989.0,1192002.0
3145,96469,3177,91711,CA,Claremont,Los Angeles County,614537.0,695187.0,935915.0
3148,98443,3180,95834,CA,Sacramento,Sacramento County,312889.0,404119.0,585889.0
3150,97026,3182,92807,CA,Anaheim,Orange County,669456.0,754260.0,1088409.0
3177,96513,3209,91773,CA,San Dimas,Los Angeles County,550418.0,636660.0,873294.0
3181,96265,3213,91001,CA,Altadena,Los Angeles County,724450.0,902527.0,1276039.0
3182,96378,3213,91355,CA,Santa Clarita,Los Angeles County,502536.0,587010.0,795763.0
3183,97542,3215,94070,CA,San Carlos,San Mateo County,1676105.0,1965673.0,2614074.0
3188,98176,3220,95409,CA,Santa Rosa,Sonoma County,597350.0,672735.0,791765.0
3190,96496,3222,91754,CA,Monterey Park,Los Angeles County,569554.0,694269.0,904138.0
3209,96133,3241,90301,CA,Inglewood,Los Angeles County,341672.0,531834.0,709673.0
3217,97988,3249,95120,CA,San Jose,Santa Clara County,1400822.0,1563127.0,2320300.0
3225,96650,3256,92108,CA,San Diego,San Diego County,351293.0,438096.0,636859.0
3226,98516,3258,95966,CA,Oroville,Butte County,179379.0,259189.0,333353.0
3266,97416,3298,93705,CA,Fresno,Fresno County,153741.0,213564.0,310342.0
3270,97124,3300,93101,CA,Santa Barbara,Santa Barbara County,864728.0,945363.0,1413420.0
3276,96349,3308,91316,CA,Los Angeles,Los Angeles County,612824.0,731304.0,993482.0
3291,96559,3324,91941,CA,La Mesa,San Diego County,535229.0,640796.0,982209.0
3297,96969,3330,92651,CA,Laguna Beach,Orange County,2146461.0,2326245.0,3249432.0
3301,96045,3333,90064,CA,Los Angeles,Los Angeles County,1340823.0,1676550.0,1953402.0
3302,96733,3335,92220,CA,Banning,Riverside County,208159.0,270160.0,407854.0
3320,97337,3353,93561,CA,Tehachapi,Kern County,236975.0,286161.0,407933.0
3321,96963,3354,92637,CA,Laguna Woods,Orange County,324304.0,413610.0,415693.0
3333,97859,3366,94903,CA,San Rafael,Marin County,879481.0,1032730.0,1439750.0
3347,96162,3380,90504,CA,Torrance,Los Angeles County,604048.0,739985.0,979488.0
3353,97381,3385,93638,CA,Madera,Madera County,168149.0,232228.0,330546.0
3369,96672,3402,92131,CA,San Diego,San Diego County,758750.0,888530.0,1446563.0
3382,97253,3415,93422,CA,Atascadero,San Luis Obispo County,474814.0,556382.0,779775.0
3391,96517,3424,91780,CA,Temple City,Los Angeles County,670123.0,757464.0,978008.0
3399,98373,3432,95682,CA,Shingle Springs,El Dorado County,408442.0,491431.0,709551.0
3408,97413,3441,93702,CA,Fresno,Fresno County,118554.0,168512.0,249980.0
3415,97804,3448,94602,CA,Oakland,Alameda County,796354.0,1011182.0,1430113.0
3418,96652,3450,92110,CA,San Diego,San Diego County,541171.0,693571.0,1034399.0
3431,97990,3464,95122,CA,San Jose,Santa Clara County,578035.0,739739.0,1028449.0
3452,96172,3485,90604,CA,Whittier,Los Angeles County,465408.0,566031.0,784655.0
3456,97001,3489,92701,CA,Santa Ana,Orange County,392419.0,498336.0,695598.0
3463,96484,3497,91739,CA,Rancho Cucamonga,San Bernardino County,571240.0,665442.0,935049.0
3469,95983,3503,90002,CA,Los Angeles,Los Angeles County,295485.0,413242.0,544161.0
3485,96020,3519,90039,CA,Los Angeles,Los Angeles County,860161.0,1060651.0,1401933.0
3494,98121,3528,95340,CA,Merced,Merced County,204785.0,270550.0,413133.0
3501,98540,3535,95993,CA,Yuba City,Sutter County,261351.0,359237.0,488856.0
3528,96515,3562,91776,CA,San Gabriel,Los Angeles County,568709.0,688226.0,887138.0
3535,97251,3569,93420,CA,Arroyo Grande,San Luis Obispo County,650564.0,719623.0,971940.0
3536,97966,3569,95070,CA,Saratoga,Santa Clara County,2523092.0,2828314.0,4053450.0
3563,96355,3597,91325,CA,Los Angeles,Los Angeles County,593466.0,723825.0,1046768.0
3574,97021,3609,92802,CA,Anaheim,Orange County,505863.0,618818.0,887706.0
3601,97495,3634,93955,CA,Seaside,Monterey County,450467.0,572072.0,786061.0
3602,98038,3637,95204,CA,Stockton,San Joaquin County,187210.0,269722.0,402831.0
3604,97282,3638,93454,CA,Santa Maria,Santa Barbara County,317057.0,384086.0,556366.0
3605,97537,3638,94063,CA,Redwood City,San Mateo County,969457.0,1222550.0,1517184.0
3614,96412,3648,91403,CA,Los Angeles,Los Angeles County,993118.0,1208680.0,1641047.0
3624,96665,3659,92123,CA,San Diego,San Diego County,495867.0,624173.0,958441.0
3633,96662,3668,92120,CA,San Diego,San Diego County,540185.0,660917.0,1035730.0
3639,98044,3674,95210,CA,Stockton,San Joaquin County,195140.0,280949.0,416919.0
3640,97097,3675,93021,CA,Moorpark,Ventura County,603125.0,680655.0,941847.0
3661,96379,3696,91356,CA,Los Angeles,Los Angeles County,850514.0,1005500.0,1433749.0
3663,97380,3697,93637,CA,Madera,Madera County,204819.0,268965.0,383644.0
3674,96375,3709,91352,CA,Los Angeles,Los Angeles County,447113.0,582515.0,820975.0
3681,96985,3715,92675,CA,San Juan Capistrano,Orange County,728160.0,804746.0,1195354.0
3687,97696,3723,94306,CA,Palo Alto,Santa Clara County,2713546.0,2902190.0,3763859.0
3697,98000,3733,95132,CA,San Jose,Santa Clara County,878150.0,1144831.0,1664609.0
3701,97718,3737,94510,CA,Benicia,Solano County,544601.0,644017.0,878971.0
3705,97067,3741,92869,CA,Orange,Orange County,670802.0,765252.0,1113960.0
3719,97421,3755,93710,CA,Fresno,Fresno County,219065.0,277536.0,401713.0
3734,96795,3770,92311,CA,Barstow,San Bernardino County,107590.0,151984.0,243755.0
3744,96581,3781,92008,CA,Carlsbad,San Diego County,774310.0,937870.0,1538087.0
3753,98447,3788,95838,CA,Sacramento,Sacramento County,191112.0,283209.0,415362.0
3774,97809,3811,94607,CA,Oakland,Alameda County,528483.0,685093.0,810141.0
3778,98450,3815,95842,CA,Sacramento,Sacramento County,219343.0,310424.0,448857.0
3795,98136,3832,95356,CA,Modesto,Stanislaus County,295277.0,374442.0,528384.0
3796,96633,3833,92083,CA,Vista,San Diego County,403148.0,503719.0,776984.0
3797,96091,3833,90221,CA,Compton,Los Angeles County,324762.0,438066.0,584129.0
3802,97399,3839,93657,CA,Sanger,Fresno County,216518.0,275663.0,394187.0
3812,96012,3849,90031,CA,Los Angeles,Los Angeles County,474726.0,668075.0,893245.0
3813,96268,3850,91007,CA,Arcadia,Los Angeles County,996612.0,1044401.0,1328255.0
3830,98425,3867,95816,CA,Sacramento,Sacramento County,489551.0,613637.0,766167.0
3834,98368,3870,95677,CA,Rocklin,Placer County,383574.0,482316.0,685173.0
3836,98129,3873,95348,CA,Merced,Merced County,216535.0,280318.0,423921.0
3857,98351,3894,95660,CA,Sacramento,Sacramento County,188746.0,274931.0,412406.0
3874,97761,3910,94555,CA,Fremont,Alameda County,874497.0,1104591.0,1567857.0
3885,98011,3922,95148,CA,San Jose,Santa Clara County,845691.0,1040667.0,1542996.0
3896,97588,3933,94134,CA,San Francisco,San Francisco County,878976.0,1104239.0,1234399.0
3897,96998,3934,92694,CA,Ladera Ranch,Orange County,744999.0,812946.0,1207716.0
3917,96929,3954,92586,CA,Menifee,Riverside County,211374.0,280030.0,412194.0
3922,97738,3959,94530,CA,El Cerrito,Contra Costa County,,,1162770.0
3926,97756,3963,94549,CA,Lafayette,Contra Costa County,1237176.0,1423713.0,1909162.0
3930,96004,3967,90023,CA,Los Angeles,Los Angeles County,344859.0,465783.0,618177.0
3931,98299,3968,95603,CA,Auburn,Placer County,380225.0,479763.0,652005.0
3944,97498,3978,94002,CA,Belmont,San Mateo County,1605673.0,1841644.0,2494675.0
3945,96936,3982,92595,CA,Wildomar,Riverside County,346887.0,425822.0,659037.0
3953,96181,3990,90621,CA,Buena Park,Orange County,511111.0,597729.0,852864.0
3959,96294,3995,91106,CA,Pasadena,Los Angeles County,638840.0,743468.0,959722.0
3969,97986,4006,95118,CA,San Jose,Santa Clara County,948766.0,1163942.0,1668229.0
3985,96666,4020,92124,CA,San Diego,San Diego County,549735.0,667197.0,1035642.0
3993,97799,4030,94596,CA,Walnut Creek,Contra Costa County,860945.0,908584.0,1233060.0
3998,98039,4034,95205,CA,Stockton,San Joaquin County,138808.0,226691.0,340618.0
4007,97155,4044,93215,CA,Delano,Kern County,184338.0,223370.0,304100.0
4017,97050,4054,92843,CA,Garden Grove,Orange County,506834.0,621463.0,903847.0
4029,98231,4066,95472,CA,Sebastopol,Sonoma County,743952.0,865407.0,1171397.0
4039,96473,4076,91722,CA,Covina,Los Angeles County,421803.0,508181.0,711584.0
4050,97765,4086,94559,CA,Napa,Napa County,546809.0,634663.0,855588.0
4073,97415,4111,93704,CA,Fresno,Fresno County,203393.0,262630.0,373340.0
4075,96352,4113,91321,CA,Santa Clarita,Los Angeles County,418347.0,515122.0,706229.0
4076,96939,4114,92602,CA,Irvine,Orange County,984439.0,1088770.0,1524112.0
4079,96121,4117,90274,CA,Palos Verdes Estates,Los Angeles County,1792544.0,1934950.0,2571148.0
4080,97221,4118,93305,CA,Bakersfield,Kern County,133818.0,168570.0,239004.0
4087,96134,4125,90302,CA,Inglewood,Los Angeles County,378524.0,585131.0,768451.0
4092,97106,4129,93035,CA,Oxnard,Ventura County,562194.0,643457.0,906454.0
4095,96913,4132,92555,CA,Moreno Valley,Riverside County,315935.0,399748.0,611076.0
4110,97578,4150,94124,CA,San Francisco,San Francisco County,790230.0,1003868.0,1100162.0
4125,97800,4165,94597,CA,Walnut Creek,Contra Costa County,764618.0,861341.0,1136505.0
4129,96981,4169,92663,CA,Newport Beach,Orange County,1727851.0,1962675.0,2738884.0
4131,97586,4170,94132,CA,San Francisco,San Francisco County,1092007.0,1345627.0,1561795.0
4137,96524,4177,91791,CA,West Covina,Los Angeles County,555148.0,641713.0,872549.0
4147,97938,4186,95032,CA,Los Gatos,Santa Clara County,1683807.0,1884934.0,2715585.0
4150,96169,4190,90601,CA,Whittier,Los Angeles County,471993.0,581374.0,772135.0
4152,97801,4192,94598,CA,Walnut Creek,Contra Costa County,493068.0,584481.0,734652.0
4168,96948,4207,92614,CA,Irvine,Orange County,663189.0,757934.0,1023800.0
4169,96503,4209,91763,CA,Montclair,San Bernardino County,364669.0,452481.0,655065.0
4195,95996,4236,90015,CA,Los Angeles,Los Angeles County,644968.0,688127.0,746471.0
4207,97084,4248,93004,CA,Ventura,Ventura County,512284.0,595360.0,832960.0
4218,98049,4259,95219,CA,Stockton,San Joaquin County,321585.0,399102.0,585148.0
4220,97127,4261,93105,CA,Santa Barbara,Santa Barbara County,1153270.0,1231086.0,1924341.0
4224,96111,4265,90260,CA,Lawndale,Los Angeles County,478374.0,625850.0,827723.0
4244,96377,4285,91354,CA,Santa Clarita,Los Angeles County,522247.0,605843.0,829680.0
4246,96289,4287,91101,CA,Pasadena,Los Angeles County,525013.0,626612.0,780779.0
4251,97985,4292,95117,CA,San Jose,Santa Clara County,1042307.0,1321528.0,1838441.0
4256,97417,4297,93706,CA,Fresno,Fresno County,121686.0,172390.0,259800.0
4270,98427,4312,95818,CA,Sacramento,Sacramento County,485406.0,607751.0,779092.0
4293,97018,4335,92782,CA,Tustin,Orange County,741836.0,826360.0,1164308.0
4297,97487,4340,93933,CA,Marina,Monterey County,496929.0,633687.0,857481.0
4306,96631,4349,92081,CA,Vista,San Diego County,480356.0,575710.0,904549.0
4318,96267,4361,91006,CA,Arcadia,Los Angeles County,947425.0,1000918.0,1290298.0
4322,96212,4365,90712,CA,Lakewood,Los Angeles County,494384.0,591453.0,817649.0
4368,96173,4412,90605,CA,Whittier,Los Angeles County,441544.0,530812.0,732180.0
4373,98242,4414,95492,CA,Windsor,Sonoma County,544319.0,639219.0,806163.0
4374,96784,4414,92284,CA,Yucca Valley,San Bernardino County,163144.0,232090.0,369939.0
4379,96971,4423,92653,CA,Laguna Hills,Orange County,708617.0,786981.0,1166302.0
4381,97076,4425,92883,CA,Corona,Riverside County,442189.0,515285.0,769900.0
4387,96151,4432,90404,CA,Santa Monica,Los Angeles County,926575.0,1139446.0,1261180.0
4395,97811,4440,94609,CA,Oakland,Alameda County,852153.0,1096670.0,1419809.0
4401,96495,4446,91752,CA,Eastvale,Riverside County,442518.0,541209.0,802907.0
4412,96330,4457,91214,CA,Glendale,Los Angeles County,739167.0,896374.0,1248827.0
4420,97915,4465,95003,CA,Aptos,Santa Cruz County,836459.0,970014.0,1530370.0
4455,97702,4500,94402,CA,San Mateo,San Mateo County,1700696.0,2007621.0,2645768.0
4458,98327,4502,95632,CA,Galt,Sacramento County,295556.0,393079.0,554743.0
4464,96280,4509,91030,CA,South Pasadena,Los Angeles County,1019321.0,1234147.0,1597194.0
4469,96680,4514,92139,CA,San Diego,San Diego County,348972.0,457483.0,719164.0
4483,97752,4528,94545,CA,Hayward,Alameda County,543024.0,707673.0,1028369.0
4512,96778,4557,92277,CA,Twentynine Palms,San Bernardino County,103333.0,151522.0,263190.0
4517,96983,4562,92673,CA,San Clemente,Orange County,924951.0,1021859.0,1591100.0
4533,96533,4578,91803,CA,Alhambra,Los Angeles County,555353.0,692195.0,914093.0
4542,98069,4587,95242,CA,Lodi,San Joaquin County,328896.0,410279.0,586421.0
4553,97330,4598,93552,CA,Palmdale,Los Angeles County,240366.0,326468.0,488423.0
4571,97536,4616,94062,CA,Redwood City,San Mateo County,1957812.0,2230575.0,2940262.0
4572,96989,4617,92679,CA,Coto de Caza,Orange County,883216.0,963440.0,1456970.0
4577,96387,4622,91364,CA,Los Angeles,Los Angeles County,808847.0,958683.0,1385467.0
4579,98314,4624,95618,CA,Davis,Yolo County,591025.0,665378.0,870101.0
4599,96374,4644,91351,CA,Santa Clarita,Los Angeles County,420217.0,514941.0,715131.0
4603,97790,4648,94585,CA,Suisun City,Solano County,322663.0,419496.0,580714.0
